id,title,company,location,salary,job_type,experience_level,remote,skill_match_score,matched_skills,skills_required,source_portal,url,apply_url,posted_date,scraped_at,description
008ae1ba183b544f8e6ec52c64b50b06,"Staff Software Engineer, Product (Belo Horizonte)",LawnStarter,Brazil,$80k - $100k,full_time,,True,0.143,real,"AWS, backend, frontend, php, react, security, UI/UX, AI/ML, jira, react native, documentation, laravel, Typescript , people management, prototyping, engineering management, marketplace, github, REST, datadog",remotive,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-belo-horizonte-2090910,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-belo-horizonte-2090910,2026-06-02T07:53:42,2026-06-09T22:40:41.073385,"<p style=""box-sizing: border-box; border: 0px solid; margin: 0px; color: #532a21; ""><span style=""box-sizing: border-box; border: 0px solid; font-weight: 600; color: #000000; letter-spacing: 0.75px;"">This is a remote role for candidates located in Belo Horizonte, Brazil</span></p> <p style=""box-sizing: border-box; border: 0px solid; margin: 0px; color: #532a21; ""> </p> <p><strong>About LawnStarter</strong></p> <p>LawnStarter is the nation's leading on-demand marketplace for lawn care and outdoor ..."
643b61195789cb9a77db9ca9ee88d64e,"Staff Software Engineer, Product (Florianópolis)",LawnStarter,Brazil,$80k - $100k,full_time,,True,0.143,real,"AWS, backend, frontend, php, react, security, UI/UX, AI/ML, jira, react native, documentation, laravel, Typescript , people management, prototyping, engineering management, marketplace, github, REST, datadog",remotive,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-florianopolis-2090911,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-florianopolis-2090911,2026-06-02T07:52:26,2026-06-09T22:40:41.077516,"<p style=""box-sizing: border-box; border: 0px solid; margin: 0px; color: #532a21; ""><span style=""box-sizing: border-box; border: 0px solid; font-weight: 600; color: #000000; letter-spacing: 0.75px;"">This is a remote role for candidates located in Florianópolis, Brazil</span></p> <p style=""box-sizing: border-box; border: 0px solid; margin: 0px; color: #532a21; ""> </p> <p style=""box-sizing: border-box; border: 0px solid; margin: 0px; color: #532a21; ""><strong>About LawnStarter</strong></p> <p>Lawn..."
e16d4c0b9b58fec952113eb0128998f5,"Staff Software Engineer, Product (Porto Alegre)",LawnStarter,Brazil,$80k - $100k,full_time,,True,0.143,real,"AWS, backend, frontend, php, react, security, UI/UX, AI/ML, jira, react native, documentation, laravel, Typescript , people management, prototyping, engineering management, marketplace, github, REST, datadog",remotive,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-porto-alegre-2090909,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-porto-alegre-2090909,2026-06-02T07:51:05,2026-06-09T22:40:41.081298,"<p><span style="" font-weight: 600; letter-spacing: 0.75px;"">This is a remote role for candidates located in </span><span style=""""><span style=""letter-spacing: 0.75px;""><strong>Porto Alegre, Brazil. </strong></span></span></p> <p> </p> <p><strong>About LawnStarter</strong></p> <p>LawnStarter is the nation's leading on-demand marketplace for lawn care and outdoor services, with over $100M in annual bookings. We're expanding beyond lawn care to become the one-stop shop for all home services — opera..."
8103e8db051851a9b0661f0293c2852b,"Staff Software Engineer, Product (São Paulo)",LawnStarter,Brazil,$80k - $100k,full_time,,True,0.143,real,"AWS, backend, frontend, php, react, security, UI/UX, AI/ML, jira, react native, documentation, laravel, Typescript , people management, prototyping, engineering management, marketplace, github, REST, datadog",remotive,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-sao-paulo-2090912,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-sao-paulo-2090912,2026-06-02T07:49:18,2026-06-09T22:40:41.085261,"<p><span style=""box-sizing: border-box; border: 0px solid; font-weight: 600; letter-spacing: 0.75px; "">This is a remote role for candidates located in São Paulo.</span></p> <p> </p> <p><strong>About LawnStarter</strong></p> <p>LawnStarter is the nation's leading on-demand marketplace for lawn care and outdoor services, with over $100M in annual bookings. We're expanding beyond lawn care to become the one-stop shop for all home services — operating across three brands (LawnStarter, Lawn Love, Hom..."
58a6f3cfee7b6c9339bf6d9e5e891d7e,Customer Operations & Writing Specialist,"Clerky, Inc.",Worldwide,$12K,full_time,,True,0.143,based,"AI/ML, startup, fundraising, testing",remotive,https://remotive.com/remote-jobs/customer-service/customer-operations-writing-specialist-2090942,https://remotive.com/remote-jobs/customer-service/customer-operations-writing-specialist-2090942,2026-06-02T07:40:32,2026-06-09T22:40:41.088884,"<p style=""min-height: 1.5em;"">Here at Clerky, we build software to make legal paperwork easier for startups and their attorneys. We're profitable and growing sustainably. We're the most popular way for high-growth technology startups to form, and are also used by many top-tier startups for hiring and fundraising.</p> <p style=""min-height: 1.2em; margin-top: 0; margin-bottom: 0;""> </p> <p style=""min-height: 1.5em;"">As a Customer Operations &amp; Writing Specialist at Clerky, you will be the voice..."
9d181261e015c76e2c4729acece359ce,"Staff Software Engineer, Product (Campinas)",LawnStarter,Brazil,$80k - $100k,full_time,,True,0.143,real,"AWS, backend, frontend, php, react, security, UI/UX, AI/ML, jira, react native, documentation, laravel, Typescript , people management, prototyping, engineering management, marketplace, github, REST, datadog",remotive,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-campinas-2090913,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-campinas-2090913,2026-06-02T06:28:34,2026-06-09T22:40:41.092600,"<p style=""box-sizing: border-box; border: 0px solid; margin: 0px; color: #532a21; ""><span style=""box-sizing: border-box; border: 0px solid; font-weight: 600; color: #000000; letter-spacing: 0.75px;"">This is a remote role for candidates located in Campinas (Brazil)</span></p> <p style=""box-sizing: border-box; border: 0px solid; margin: 0px; color: #532a21; ""> </p> <p><strong>About LawnStarter</strong></p> <p>LawnStarter is the nation's leading on-demand marketplace for lawn care and outdoor servi..."
4ace4f6b46a2aec3d847d6f7eb40a000,Staff Product Engineer (Florianópolis),LawnStarter,Brazil,$80k - $100k,full_time,,True,0.143,real,"AWS, backend, frontend, php, react, security, UI/UX, AI/ML, jira, react native, research, documentation, laravel, Typescript , people management, prototyping, engineering management, marketplace, github, REST, datadog",remotive,https://remotive.com/remote-jobs/product/staff-product-engineer-florianopolis-2090899,https://remotive.com/remote-jobs/product/staff-product-engineer-florianopolis-2090899,2026-05-27T12:32:53,2026-06-09T22:40:41.096371,"<p><strong>This is a remote role for candidates located in Florianópolis, Brazil</strong></p> <p> </p> <p><strong>About LawnStarter</strong></p> <p>LawnStarter is the nation's leading on-demand marketplace for lawn care and outdoor services, with over $100M in annual bookings. We're expanding beyond lawn care to become the one-stop shop for all home services — operating across three brands (LawnStarter, Lawn Love, Home Gnome) on a single shared platform.</p> <p><strong>About Engineering at LawnS..."
390678c259ff952a80e1f117edd281c8,Staff Product Engineer (Belo Horizonte),LawnStarter,Brazil,$80k - $100k,full_time,,True,0.143,real,"AWS, backend, frontend, php, react, security, UI/UX, AI/ML, jira, react native, research, documentation, laravel, Typescript , people management, prototyping, engineering management, marketplace, github, REST, datadog",remotive,https://remotive.com/remote-jobs/product/staff-product-engineer-belo-horizonte-2090900,https://remotive.com/remote-jobs/product/staff-product-engineer-belo-horizonte-2090900,2026-05-27T12:27:46,2026-06-09T22:40:41.099593,"<p style=""font-weight: 400;""><strong>This is a remote role for candidates located in </strong><strong>Belo Horizonte, Brazil. </strong></p> <p><strong>About LawnStarter</strong></p> <p>LawnStarter is the nation's leading on-demand marketplace for lawn care and outdoor services, with over $100M in annual bookings. We're expanding beyond lawn care to become the one-stop shop for all home services — operating across three brands (LawnStarter, Lawn Love, Home Gnome) on a single shared platform.</p> ..."
e86e3c8f2aeef87853f8f6de1a6a66f6,Staff Product Engineer (Porto Alegre),LawnStarter,Brazil,$80k - $100k,full_time,,True,0.143,real,"AWS, backend, frontend, php, react, security, UI/UX, AI/ML, jira, react native, research, documentation, laravel, Typescript , people management, prototyping, engineering management, marketplace, github, REST, datadog",remotive,https://remotive.com/remote-jobs/product/staff-product-engineer-porto-alegre-2090901,https://remotive.com/remote-jobs/product/staff-product-engineer-porto-alegre-2090901,2026-05-27T12:25:20,2026-06-09T22:40:41.103893,"<p><strong>This is a remote role for candidates located in Porto Alegre, Brazil.</strong></p> <p><strong>About LawnStarter</strong></p> <p>LawnStarter is the nation's leading on-demand marketplace for lawn care and outdoor services, with over $100M in annual bookings. We're expanding beyond lawn care to become the one-stop shop for all home services — operating across three brands (LawnStarter, Lawn Love, Home Gnome) on a single shared platform.</p> <p><strong>About Engineering at LawnStarter</s..."
9b9bc263c50f73063552e9f042cf77a7,Staff Product Engineer (Campinas),LawnStarter,Brazil,$80k - $100k,full_time,,True,0.143,real,"AWS, backend, frontend, php, react, security, UI/UX, AI/ML, jira, react native, research, documentation, laravel, Typescript , people management, prototyping, engineering management, marketplace, github, REST, datadog",remotive,https://remotive.com/remote-jobs/product/staff-product-engineer-campinas-2090902,https://remotive.com/remote-jobs/product/staff-product-engineer-campinas-2090902,2026-05-26T19:33:21,2026-06-09T22:40:41.109060,"<p><strong>This is a remote role for candidates located in Campinas, Brazil.</strong></p> <p>About<strong> LawnStarter</strong></p> <p>LawnStarter is the nation's leading on-demand marketplace for lawn care and outdoor services, with over $100M in annual bookings. We're expanding beyond lawn care to become the one-stop shop for all home services — operating across three brands (LawnStarter, Lawn Love, Home Gnome) on a single shared platform.</p> <p><strong>About Engineering at LawnStarter</stron..."
8406049ca1a598bcc4a8e08a6cdf08a4,Staff Product Engineer (São Paulo),LawnStarter,Brazil,$80k - $100k,full_time,,True,0.143,real,"AWS, backend, frontend, php, react, security, UI/UX, AI/ML, jira, react native, research, documentation, laravel, Typescript , people management, prototyping, engineering management, marketplace, github, REST, datadog",remotive,https://remotive.com/remote-jobs/product/staff-product-engineer-sao-paulo-2090890,https://remotive.com/remote-jobs/product/staff-product-engineer-sao-paulo-2090890,2026-05-21T16:42:09,2026-06-09T22:40:41.112173,"<p><strong>This is a remote role for candidates located in São Paulo (Brazil) </strong></p> <p><strong>About LawnStarter</strong></p> <p>LawnStarter is the nation's leading on-demand marketplace for lawn care and outdoor services, with over $100M in annual bookings. We're expanding beyond lawn care to become the one-stop shop for all home services — operating across three brands (LawnStarter, Lawn Love, Home Gnome) on a single shared platform.</p> <p><strong>About Engineering at LawnStarter</str..."
4f0233e4d9ef0ad59ab3fdf87e97d7a1,Senior Independent Software Developer,A.Team,"Americas, Europe, Israel",$90 - $150 /hour,contract,,True,0.143,money,"go, wordpress, chat, apple, testing, catalyst",remotive,https://remotive.com/remote-jobs/software-development/senior-independent-software-developer-1919265,https://remotive.com/remote-jobs/software-development/senior-independent-software-developer-1919265,2026-05-16T10:16:48,2026-06-09T22:40:41.124068,"<p style=""text-size-adjust: 100%; overflow-wrap: break-word;""><em>You must be located in the Americas, Europe, or Israel to apply.<br></em><br><br><a href=""https://build.a.team/remotivereferral"" rel=""nofollow"">A·Team</a> is a VC-backed, stealth, application-only home on the internet for senior independent software builders to team up with hand-picked, high-growth companies on their next big thing. </p> <p style=""text-size-adjust: 100%; overflow-wrap: break-word;"">After talking with hundreds of i..."
a003831e51485942bfaec04890478126,Senior Independent AI Engineer / Architect,A.Team,"Americas, Europe, Israel",$120 - $170 /hour,contract,,True,0.143,real,"go, UI/UX, wordpress, chat, apple, testing, catalyst",remotive,https://remotive.com/remote-jobs/software-development/senior-independent-ai-engineer-architect-1919266,https://remotive.com/remote-jobs/software-development/senior-independent-ai-engineer-architect-1919266,2026-05-16T10:16:39,2026-06-09T22:40:41.125958,"<p class=""my-2 [&amp;+p]:mt-4 [&amp;_strong:has(+br)]:inline-block [&amp;_strong:has(+br)]:pb-2"" style=""border-color: oklch(0.3039 0.04 213.68 / 0.16); scrollbar-color: initial; scrollbar-width: initial; --tw-border-spacing-x: 0; --tw-border-spacing-y: 0; --tw-translate-x: 0; --tw-translate-y: 0; --tw-rotate: 0; --tw-skew-x: 0; --tw-skew-y: 0; --tw-scale-x: 1; --tw-scale-y: 1; --tw-scroll-snap-strictness: proximity; --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgb(..."
4dad8f8669c485c89bb6e740a56344f9,Office Assistant,Coalition Technologies ,Worldwide,"$31,2k- $52k",full_time,,True,0.143,based,"CSS, excel, frontend, git, html, illustrator, magento, photoshop, php, shopify, wordpress, MySQL, startup, responsive, themes, bootstrap, insurance, jQuery, Ajax",remotive,https://remotive.com/remote-jobs/marketing/office-assistant-1680495,https://remotive.com/remote-jobs/marketing/office-assistant-1680495,2026-05-11T20:31:07,2026-06-09T22:40:41.141658,"<p class=""h3"">WHY YOU SHOULD APPLY:</p> <p> </p> <p>Coalition Technologies is devoted to delivering clients the highest quality work while providing our team a fun, thriving, and innovative environment. Along with the opportunity for tremendous career growth and rapid advancement, CT offers:</p> <ul style=""""> <li style="""">The most competitive profit-sharing bonus plan in the industry, paying up to 50% of company profits to full-time employees each month!</li> <li style="""">A highly competitive Pa..."
